id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4,disciplina,media_b1,taxa_atividades_b1,media_b2,taxa_atividades_b2,media_b3,taxa_atividades_b3,media_b4,taxa_atividades_b4,media_anual,total_faltas,frequencia_anual,total_ativs_entregues,total_ativs,taxa_atividades_anual,situacao,matricula,nome,turma,serie,genero,data_nascimento,disciplina_key,faixa_desempenho,nivel_saeb_est
20240257,P002,60,6.0,5.1,6,10,3,0.5,5.3,7,10,9,2.7,4.9,9,10,7,2.8,2.7,6,10,7,Matemática,5.55,0.6,2.9,0.7,3.8,0.9,2.75,0.6,3.75,26,0.8917,28,40,0.7,Reprovado,20240257,Diego Nunes,2ºB,2º Ano,M,2008-04-19,matematica,Insuficiente,5
20240258,P002,60,4.5,7.9,7,10,20,5.9,5.8,3,10,12,6.4,3.2,5,10,10,7.2,5.1,5,10,14,Matemática,6.2,0.7,5.85,0.3,4.8,0.5,6.15,0.5,5.75,56,0.7667,20,40,0.5,Reprovado,20240258,Bruna Nascimento,2ºB,2º Ano,F,2007-06-23,matematica,Básico,6
20240259,P002,60,6.5,3.4,9,10,3,2.5,6.8,10,10,1,6.0,3.7,8,10,2,3.7,7.3,8,10,3,Matemática,4.95,0.9,4.65,1.0,4.85,0.8,5.5,0.8,4.99,9,0.9625,35,40,0.875,Reprovado,20240259,Juliana Melo,2ºB,2º Ano,F,2006-02-16,matematica,Insuficiente,3
20240260,P002,60,4.7,8.8,9,10,5,3.8,5.6,8,10,4,5.5,4.7,9,10,5,6.2,6.3,10,10,1,Matemática,6.75,0.9,4.7,0.8,5.1,0.9,6.25,1.0,5.7,15,0.9375,36,40,0.9,Reprovado,20240260,Kamila Silva,2ºB,2º Ano,F,2007-03-25,matematica,Básico,6
20240261,P002,60,3.6,5.5,4,10,9,3.3,6.7,5,10,18,5.6,5.4,3,10,18,6.5,4.8,5,10,17,Matemática,4.55,0.4,5.0,0.5,5.5,0.3,5.65,0.5,5.18,62,0.7417,17,40,0.425,Reprovado,20240261,Patricia Oliveira,2ºB,2º Ano,F,2008-12-21,matematica,Básico,6
20240262,P002,60,6.9,3.6,6,10,9,7.8,4.3,5,10,7,2.2,4.7,6,10,8,4.5,4.7,9,10,8,Matemática,5.25,0.6,6.05,0.5,3.45,0.6,4.6,0.9,4.84,32,0.8667,26,40,0.65,Reprovado,20240262,Otávio Nascimento,2ºB,2º Ano,M,2007-07-15,matematica,Insuficiente,5
20240263,P002,60,3.9,5.5,7,10,13,2.5,2.8,5,10,12,4.8,3.0,6,10,19,3.1,3.0,5,10,17,Matemática,4.7,0.7,2.65,0.5,3.9,0.6,3.05,0.5,3.58,61,0.7458,23,40,0.575,Reprovado,20240263,Vitor Santos,2ºB,2º Ano,M,2007-07-03,matematica,Insuficiente,5
20240264,P002,60,1.4,5.7,8,10,2,7.1,2.8,9,10,3,6.5,6.5,10,10,2,1.2,3.6,10,10,5,Matemática,3.55,0.8,4.95,0.9,6.5,1.0,2.4,1.0,4.35,12,0.95,37,40,0.925,Reprovado,20240264,Carlos Rodrigues,2ºB,2º Ano,M,2008-09-05,matematica,Insuficiente,5
20240265,P002,60,5.8,5.5,8,10,5,4.2,9.6,6,10,4,5.6,4.5,9,10,12,5.6,5.3,8,10,11,Matemática,5.65,0.8,6.9,0.6,5.05,0.9,5.45,0.8,5.76,32,0.8667,31,40,0.775,Reprovado,20240265,Samuel Araújo,2ºB,2º Ano,M,2007-02-06,matematica,Básico,6
20240266,P002,60,5.6,2.4,9,10,0,7.6,7.7,9,10,0,7.9,5.9,9,10,2,6.5,3.7,10,10,4,Matemática,4.0,0.9,7.65,0.9,6.9,0.9,5.1,1.0,5.91,6,0.975,37,40,0.925,Reprovado,20240266,Pedro Souza,2ºB,2º Ano,M,2007-09-05,matematica,Básico,6
20240267,P002,60,6.8,5.7,7,10,10,4.5,6.8,6,10,3,6.9,5.4,6,10,3,6.1,3.4,7,10,3,Matemática,6.25,0.7,5.65,0.6,6.15,0.6,4.75,0.7,5.7,19,0.9208,26,40,0.65,Reprovado,20240267,Rafael Nascimento,2ºB,2º Ano,M,2006-01-25,matematica,Básico,6
20240268,P002,60,7.5,3.7,7,10,12,4.0,5.4,2,10,11,7.3,7.3,7,10,18,5.3,6.7,3,10,16,Matemática,5.6,0.7,4.7,0.2,7.3,0.7,6.0,0.3,5.9,57,0.7625,19,40,0.475,Reprovado,20240268,Aline Nascimento,2ºB,2º Ano,F,2007-08-22,matematica,Básico,6
20240269,P002,60,2.2,4.0,8,10,1,4.0,7.5,8,10,0,6.5,5.6,9,10,2,5.8,8.1,8,10,5,Matemática,3.1,0.8,5.75,0.8,6.05,0.9,6.95,0.8,5.46,8,0.9667,33,40,0.825,Reprovado,20240269,Henrique Ferreira,2ºB,2º Ano,M,2007-09-13,matematica,Básico,6
20240270,P002,60,5.0,2.9,10,10,3,7.2,5.6,10,10,2,7.0,5.2,8,10,0,3.8,6.0,8,10,5,Matemática,3.95,1.0,6.4,1.0,6.1,0.8,4.9,0.8,5.34,10,0.9583,36,40,0.9,Reprovado,20240270,Fábio Moreira,2ºB,2º Ano,M,2006-08-12,matematica,Básico,6
20240271,P002,60,5.7,6.0,9,10,2,8.6,3.7,9,10,0,6.2,4.2,8,10,2,1.0,5.6,10,10,2,Matemática,5.85,0.9,6.15,0.9,5.2,0.8,3.3,1.0,5.12,6,0.975,36,40,0.9,Reprovado,20240271,Patricia Santos,2ºC,2º Ano,F,2006-12-25,matematica,Básico,6
20240272,P002,60,5.8,6.8,8,10,0,5.3,3.0,10,10,3,4.2,8.1,8,10,1,4.2,8.5,9,10,2,Matemática,6.3,0.8,4.15,1.0,6.15,0.8,6.35,0.9,5.74,6,0.975,35,40,0.875,Reprovado,20240272,Diana Santos,2ºC,2º Ano,F,2008-07-20,matematica,Básico,6
20240273,P002,60,7.6,5.1,5,10,12,4.4,7.6,8,10,5,5.3,2.9,9,10,10,6.7,6.5,9,10,12,Matemática,6.35,0.5,6.0,0.8,4.1,0.9,6.6,0.9,5.76,39,0.8375,31,40,0.775,Reprovado,20240273,Gustavo Cardoso,2ºC,2º Ano,M,2006-04-07,matematica,Básico,6
20240274,P002,60,7.7,6.3,6,10,10,4.7,8.0,5,10,6,8.2,6.1,5,10,8,5.8,3.3,5,10,7,Matemática,7.0,0.6,6.35,0.5,7.15,0.5,4.55,0.5,6.26,31,0.8708,21,40,0.525,Aprovado,20240274,Letícia Costa,2ºC,2º Ano,F,2008-01-15,matematica,Básico,6
20240275,P002,60,4.6,7.1,5,10,8,4.7,3.1,9,10,8,10.0,3.1,6,10,7,9.8,5.1,8,10,8,Matemática,5.85,0.5,3.9,0.9,6.55,0.6,7.45,0.8,5.94,31,0.8708,28,40,0.7,Reprovado,20240275,Otávio Araújo,2ºC,2º Ano,M,2008-01-08,matematica,Básico,6
20240276,P002,60,5.5,4.5,6,10,9,7.1,3.1,5,10,11,2.4,8.6,3,10,9,4.3,7.0,2,10,16,Matemática,5.0,0.6,5.1,0.5,5.5,0.3,5.65,0.2,5.31,45,0.8125,16,40,0.4,Reprovado,20240276,Samuel Ribeiro,2ºC,2º Ano,M,2007-08-08,matematica,Básico,6
20240277,P002,60,3.7,7.0,7,10,12,8.7,4.8,8,10,6,2.2,8.7,7,10,9,7.4,4.8,9,10,10,Matemática,5.35,0.7,6.75,0.8,5.45,0.7,6.1,0.9,5.91,37,0.8458,31,40,0.775,Reprovado,20240277,Mateus Martins,2ºC,2º Ano,M,2006-03-17,matematica,Básico,6
20240278,P002,60,5.3,3.7,10,10,3,8.3,4.7,10,10,3,3.1,6.1,8,10,0,4.2,3.8,9,10,0,Matemática,4.5,1.0,6.5,1.0,4.6,0.8,4.0,0.9,4.9,6,0.975,37,40,0.925,Reprovado,20240278,Gabriel Nunes,2ºC,2º Ano,M,2006-12-19,matematica,Insuficiente,5
20240279,P002,60,5.9,5.1,9,10,1,3.2,4.0,10,10,4,5.5,7.6,9,10,5,4.5,7.9,10,10,4,Matemática,5.5,0.9,3.6,1.0,6.55,0.9,6.2,1.0,5.46,14,0.9417,38,40,0.95,Reprovado,20240279,Juliana Ferreira,2ºC,2º Ano,F,2008-11-27,matematica,Básico,6
20240280,P002,60,5.8,8.1,10,10,4,4.6,5.6,10,10,4,6.4,5.4,10,10,0,7.4,1.7,9,10,2,Matemática,6.95,1.0,5.1,1.0,5.9,1.0,4.55,0.9,5.63,10,0.9583,39,40,0.975,Reprovado,20240280,Jéssica Santos,2ºC,2º Ano,F,2007-03-22,matematica,Básico,6
20240281,P002,60,10.0,7.2,8,10,4,5.4,4.7,10,10,0,4.1,6.9,9,10,0,7.5,5.4,8,10,2,Matemática,8.6,0.8,5.05,1.0,5.5,0.9,6.45,0.8,6.4,6,0.975,35,40,0.875,Aprovado,20240281,Gabriel Barros,2ºC,2º Ano,M,2007-05-09,matematica,Básico,6
20240282,P002,60,7.7,4.1,7,10,12,3.7,9.0,6,10,10,6.8,8.2,5,10,8,4.2,4.0,2,10,18,Matemática,5.9,0.7,6.35,0.6,7.5,0.5,4.1,0.2,5.96,48,0.8,20,40,0.5,Reprovado,20240282,Diana Melo,2ºC,2º Ano,F,2008-12-06,matematica,Básico,6
20240283,P002,60,5.1,4.2,3,10,15,7.0,4.3,7,10,16,3.6,6.0,7,10,14,3.4,2.5,4,10,10,Matemática,4.65,0.3,5.65,0.7,4.8,0.7,2.95,0.4,4.51,55,0.7708,21,40,0.525,Reprovado,20240283,Kaio Silva,2ºC,2º Ano,M,2007-09-16,matematica,Insuficiente,4
20240284,P002,60,4.2,6.6,2,10,12,6.5,8.2,7,10,11,6.9,3.0,5,10,10,7.6,3.9,5,10,11,Matemática,5.4,0.2,7.35,0.7,4.95,0.5,5.75,0.5,5.86,44,0.8167,19,40,0.475,Reprovado,20240284,Patricia Moreira,2ºC,2º Ano,F,2007-11-22,matematica,Básico,6
20240285,P002,60,5.0,6.2,9,10,0,9.3,10.0,10,10,1,6.8,5.4,10,10,0,6.7,7.3,10,10,0,Matemática,5.6,0.9,9.65,1.0,6.1,1.0,7.0,1.0,7.09,1,0.9958,39,40,0.975,Aprovado,20240285,Letícia Barbosa,2ºC,2º Ano,F,2008-06-23,matematica,Adequado,7
20240286,P002,60,5.1,8.9,8,10,2,6.1,6.6,10,10,0,6.9,6.5,8,10,5,7.2,4.6,8,10,2,Matemática,7.0,0.8,6.35,1.0,6.7,0.8,5.9,0.8,6.49,9,0.9625,34,40,0.85,Aprovado,20240286,Mariana Martins,2ºC,2º Ano,F,2006-05-13,matematica,Básico,6
20240287,P002,60,4.7,3.7,8,10,1,6.5,7.1,10,10,4,6.5,8.7,9,10,2,5.7,6.9,9,10,1,Matemática,4.2,0.8,6.8,1.0,7.6,0.9,6.3,0.9,6.22,8,0.9667,36,40,0.9,Aprovado,20240287,Mirela Barbosa,2ºC,2º Ano,F,2008-08-08,matematica,Básico,6
20240288,P002,60,3.7,5.0,9,10,0,7.0,7.2,8,10,5,5.2,5.6,9,10,4,3.0,5.1,9,10,5,Matemática,4.35,0.9,7.1,0.8,5.4,0.9,4.05,0.9,5.22,14,0.9417,35,40,0.875,Reprovado,20240288,Davi Oliveira,2ºC,2º Ano,M,2007-12-05,matematica,Básico,6
20240289,P002,60,7.3,6.7,5,10,16,6.6,5.8,7,10,19,5.7,4.5,2,10,19,7.0,6.5,6,10,20,Matemática,7.0,0.5,6.2,0.7,5.1,0.2,6.75,0.6,6.26,74,0.6917,20,40,0.5,Reprovado,20240289,Pedro Nunes,2ºC,2º Ano,M,2006-09-14,matematica,Básico,6
20240290,P002,60,6.6,4.8,7,10,9,1.8,7.7,9,10,8,4.8,4.1,7,10,12,6.9,5.0,6,10,5,Matemática,5.7,0.7,4.75,0.9,4.45,0.7,5.95,0.6,5.21,34,0.8583,29,40,0.725,Reprovado,20240290,Vitor Gomes,2ºC,2º Ano,M,2008-09-05,matematica,Básico,6
20240291,P002,60,7.6,6.8,5,10,4,6.9,3.2,5,10,8,7.9,6.2,6,10,11,5.0,6.0,9,10,9,Matemática,7.2,0.5,5.05,0.5,7.05,0.6,5.5,0.9,6.2,32,0.8667,25,40,0.625,Aprovado,20240291,Olivia Moreira,2ºC,2º Ano,F,2007-04-11,matematica,Básico,6
20240292,P002,60,2.5,6.4,3,10,17,3.8,3.3,5,10,18,3.0,7.7,5,10,18,4.6,8.5,3,10,10,Matemática,4.45,0.3,3.55,0.5,5.35,0.5,6.55,0.3,4.97,63,0.7375,16,40,0.4,Reprovado,20240292,Jefferson Monteiro,2ºC,2º Ano,M,2007-06-03,matematica,Insuficiente,4
20240293,P002,60,4.4,3.4,8,10,10,5.3,4.6,8,10,11,4.8,6.1,7,10,11,4.8,3.4,6,10,7,Matemática,3.9,0.8,4.95,0.8,5.45,0.7,4.1,0.6,4.6,39,0.8375,29,40,0.725,Reprovado,20240293,Marcos Nunes,2ºC,2º Ano,M,2006-01-09,matematica,Insuficiente,3
20240294,P002,60,8.2,7.8,3,10,13,3.6,6.6,3,10,16,8.4,4.8,6,10,8,5.2,4.7,7,10,8,Matemática,8.0,0.3,5.1,0.3,6.6,0.6,4.95,0.7,6.16,45,0.8125,19,40,0.475,Aprovado,20240294,Diana Nunes,2ºC,2º Ano,F,2008-10-02,matematica,Básico,6
20240295,P002,60,4.8,2.7,10,10,0,3.3,5.8,8,10,4,8.4,4.6,8,10,1,4.5,8.8,9,10,4,Matemática,3.75,1.0,4.55,0.8,6.5,0.8,6.65,0.9,5.36,9,0.9625,35,40,0.875,Reprovado,20240295,Felipe Gomes,2ºC,2º Ano,M,2006-10-24,matematica,Básico,6
20240296,P002,60,3.7,2.7,3,10,19,4.2,4.5,7,10,18,2.6,5.5,4,10,8,7.4,3.4,4,10,12,Matemática,3.2,0.3,4.35,0.7,4.05,0.4,5.4,0.4,4.25,57,0.7625,18,40,0.45,Reprovado,20240296,João Monteiro,2ºC,2º Ano,M,2006-08-07,matematica,Insuficiente,4
20240297,P002,60,6.2,3.8,5,10,10,5.5,4.4,5,10,12,5.0,9.1,6,10,4,5.9,4.1,7,10,5,Matemática,5.0,0.5,4.95,0.5,7.05,0.6,5.0,0.7,5.5,31,0.8708,23,40,0.575,Reprovado,20240297,Davi Teixeira,2ºC,2º Ano,M,2007-05-01,matematica,Básico,6
20240298,P002,60,8.2,7.4,8,10,1,7.5,2.1,10,10,5,9.2,4.7,10,10,4,7.1,10.0,10,10,5,Matemática,7.8,0.8,4.8,1.0,6.95,1.0,8.55,1.0,7.02,15,0.9375,38,40,0.95,Aprovado,20240298,Aline Teixeira,2ºC,2º Ano,F,2006-12-04,matematica,Adequado,7
20240299,P002,60,9.6,3.9,8,10,6,3.1,8.3,6,10,10,6.0,4.8,7,10,3,6.8,5.4,8,10,9,Matemática,6.75,0.8,5.7,0.6,5.4,0.7,6.1,0.8,5.99,28,0.8833,29,40,0.725,Reprovado,20240299,Igor Pereira,2ºC,2º Ano,M,2007-04-23,matematica,Básico,6
20240300,P002,60,7.0,5.8,9,10,10,7.0,4.1,8,10,12,8.3,7.0,7,10,12,6.9,3.7,9,10,6,Matemática,6.4,0.9,5.55,0.8,7.65,0.7,5.3,0.9,6.22,40,0.8333,33,40,0.825,Aprovado,20240300,Gustavo Teixeira,2ºC,2º Ano,M,2006-07-08,matematica,Básico,6
20240301,P002,60,8.8,5.7,10,10,2,7.0,5.1,8,10,2,6.2,6.2,10,10,0,0.6,6.7,10,10,0,Matemática,7.25,1.0,6.05,0.8,6.2,1.0,3.65,1.0,5.79,4,0.9833,38,40,0.95,Reprovado,20240301,Marcos Barbosa,2ºC,2º Ano,M,2007-07-15,matematica,Básico,6
20240302,P002,60,9.2,6.7,9,10,5,4.0,6.9,9,10,0,7.6,6.6,9,10,5,5.6,5.3,8,10,4,Matemática,7.95,0.9,5.45,0.9,7.1,0.9,5.45,0.8,6.49,14,0.9417,35,40,0.875,Aprovado,20240302,Fábio Ribeiro,2ºC,2º Ano,M,2007-05-09,matematica,Básico,6
20240303,P002,60,5.3,7.0,3,10,18,3.2,5.0,3,10,14,8.6,8.6,5,10,10,3.0,3.7,2,10,14,Matemática,6.15,0.3,4.1,0.3,8.6,0.5,3.35,0.2,5.55,56,0.7667,13,40,0.325,Reprovado,20240303,Beatriz Gomes,2ºC,2º Ano,F,2007-08-04,matematica,Básico,6
20240304,P002,60,5.2,7.3,8,10,3,2.4,5.6,9,10,2,4.8,8.1,10,10,3,2.7,5.9,10,10,4,Matemática,6.25,0.8,4.0,0.9,6.45,1.0,4.3,1.0,5.25,12,0.95,37,40,0.925,Reprovado,20240304,Bernardo Martins,2ºC,2º Ano,M,2008-08-25,matematica,Básico,6
20240305,P002,60,5.0,8.3,7,10,17,6.8,4.6,4,10,12,7.2,5.0,7,10,16,7.5,5.3,4,10,12,Matemática,6.65,0.7,5.7,0.4,6.1,0.7,6.4,0.4,6.21,57,0.7625,22,40,0.55,Aprovado,20240305,Davi Lima,2ºC,2º Ano,M,2006-06-11,matematica,Básico,6
20240306,P002,60,7.6,6.5,2,10,15,10.0,5.6,6,10,14,6.4,4.8,4,10,19,5.7,0.8,4,10,17,Matemática,7.05,0.2,7.8,0.6,5.6,0.4,3.25,0.4,5.92,65,0.7292,16,40,0.4,Reprovado,20240306,Jéssica Cardoso,2ºC,2º Ano,F,2008-04-24,matematica,Básico,6
20240307,P002,60,6.5,8.1,5,10,11,6.4,3.3,7,10,10,4.3,1.3,6,10,15,7.5,3.9,4,10,17,Matemática,7.3,0.5,4.85,0.7,2.8,0.6,5.7,0.4,5.16,53,0.7792,22,40,0.55,Reprovado,20240307,Rafaela Silva,2ºC,2º Ano,F,2007-09-19,matematica,Básico,6
20240308,P002,60,5.6,5.4,2,10,16,8.4,5.9,7,10,16,7.2,6.7,6,10,15,8.1,5.3,7,10,15,Matemática,5.5,0.2,7.15,0.7,6.95,0.6,6.7,0.7,6.58,62,0.7417,22,40,0.55,Reprovado,20240308,João Lima,2ºC,2º Ano,M,2007-05-05,matematica,Básico,6
20240309,P002,60,9.1,2.1,5,10,9,7.2,4.1,9,10,9,4.8,6.7,6,10,6,6.7,6.8,9,10,9,Matemática,5.6,0.5,5.65,0.9,5.75,0.6,6.75,0.9,5.94,33,0.8625,29,40,0.725,Reprovado,20240309,Gabriela Melo,2ºC,2º Ano,F,2006-07-19,matematica,Básico,6
20240310,P002,60,3.2,8.3,5,10,8,4.1,4.3,9,10,11,6.8,5.2,8,10,7,6.3,1.8,8,10,8,Matemática,5.75,0.5,4.2,0.9,6.0,0.8,4.05,0.8,5.0,34,0.8583,30,40,0.75,Reprovado,20240310,Bruno Barbosa,2ºC,2º Ano,M,2007-09-21,matematica,Básico,6
20240311,P002,60,6.2,6.1,8,10,9,4.8,2.0,5,10,11,5.3,5.6,6,10,6,5.0,2.4,8,10,12,Matemática,6.15,0.8,3.4,0.5,5.45,0.6,3.7,0.8,4.68,38,0.8417,27,40,0.675,Reprovado,20240311,Davi Santos,2ºC,2º Ano,M,2007-05-25,matematica,Insuficiente,5
20240312,P002,60,6.7,4.0,6,10,6,4.9,5.2,5,10,4,7.5,7.4,6,10,6,3.5,5.8,6,10,8,Matemática,5.35,0.6,5.05,0.5,7.45,0.6,4.65,0.6,5.62,24,0.9,23,40,0.575,Reprovado,20240312,Carlos Martins,2ºC,2º Ano,M,2008-11-24,matematica,Básico,6
20240313,P002,60,4.4,3.4,9,10,3,5.3,5.1,10,10,5,10.0,6.5,8,10,5,3.2,4.7,9,10,1,Matemática,3.9,0.9,5.2,1.0,8.25,0.8,3.95,0.9,5.32,14,0.9417,36,40,0.9,Reprovado,20240313,Diana Cardoso,2ºC,2º Ano,F,2006-12-26,matematica,Básico,6
20240314,P002,60,7.5,9.5,5,10,11,2.8,2.3,4,10,11,9.1,6.4,3,10,8,4.1,6.7,3,10,19,Matemática,8.5,0.5,2.55,0.4,7.75,0.3,5.4,0.3,6.05,49,0.7958,15,40,0.375,Aprovado,20240314,Elisa Martins,2ºC,2º Ano,F,2006-12-18,matematica,Básico,6
20240315,P002,60,1.0,5.7,6,10,5,6.3,7.4,9,10,6,3.9,5.9,8,10,11,4.0,6.2,9,10,12,Matemática,3.35,0.6,6.85,0.9,4.9,0.8,5.1,0.9,5.05,34,0.8583,32,40,0.8,Reprovado,20240315,Ingrid Rodrigues,2ºC,2º Ano,F,2008-11-02,matematica,Básico,6
20240316,P002,60,4.5,5.4,8,10,11,4.3,7.3,6,10,8,7.7,5.7,6,10,4,6.2,3.5,6,10,11,Matemática,4.95,0.8,5.8,0.6,6.7,0.6,4.85,0.6,5.57,34,0.8583,26,40,0.65,Reprovado,20240316,Gustavo Ribeiro,2ºD,2º Ano,M,2006-11-02,matematica,Básico,6
20240317,P002,60,5.6,6.0,7,10,16,10.0,4.1,7,10,20,8.8,7.9,4,10,17,6.6,9.3,4,10,16,Matemática,5.8,0.7,7.05,0.7,8.35,0.4,7.95,0.4,7.29,69,0.7125,22,40,0.55,Reprovado,20240317,Igor Ferreira,2ºD,2º Ano,M,2007-03-27,matematica,Adequado,7
20240318,P002,60,6.8,6.8,10,10,2,6.0,8.3,9,10,4,8.1,5.0,8,10,5,3.7,5.8,9,10,2,Matemática,6.8,1.0,7.15,0.9,6.55,0.8,4.75,0.9,6.31,13,0.9458,36,40,0.9,Aprovado,20240318,Caio Souza,2ºD,2º Ano,M,2006-12-05,matematica,Básico,6
20240319,P002,60,4.7,6.0,9,10,7,8.3,5.3,5,10,10,6.0,6.2,8,10,11,7.6,2.1,8,10,4,Matemática,5.35,0.9,6.8,0.5,6.1,0.8,4.85,0.8,5.78,32,0.8667,30,40,0.75,Reprovado,20240319,Aline Lima,2ºD,2º Ano,F,2008-08-12,matematica,Básico,6
20240320,P002,60,5.0,6.5,6,10,6,8.3,5.2,9,10,7,2.7,7.2,6,10,9,5.0,4.0,9,10,10,Matemática,5.75,0.6,6.75,0.9,4.95,0.6,4.5,0.9,5.49,32,0.8667,30,40,0.75,Reprovado,20240320,Patricia Gomes,2ºD,2º Ano,F,2008-11-20,matematica,Básico,6
20240321,P002,60,5.0,5.8,4,10,10,5.0,2.1,2,10,14,7.7,8.4,4,10,20,7.3,4.1,5,10,13,Matemática,5.4,0.4,3.55,0.2,8.05,0.4,5.7,0.5,5.68,57,0.7625,15,40,0.375,Reprovado,20240321,André Cardoso,2ºD,2º Ano,M,2008-08-01,matematica,Básico,6
20240322,P002,60,5.8,6.1,2,10,9,7.2,7.3,7,10,8,4.8,6.3,2,10,8,6.9,8.7,2,10,19,Matemática,5.95,0.2,7.25,0.7,5.55,0.2,7.8,0.2,6.64,44,0.8167,13,40,0.325,Aprovado,20240322,Flávia Cardoso,2ºD,2º Ano,F,2008-07-01,matematica,Básico,6
20240323,P002,60,7.4,7.5,9,10,7,6.3,8.7,9,10,7,6.9,4.6,7,10,4,8.6,7.4,6,10,6,Matemática,7.45,0.9,7.5,0.9,5.75,0.7,8.0,0.6,7.18,24,0.9,31,40,0.775,Aprovado,20240323,Letícia Pereira,2ºD,2º Ano,F,2008-05-18,matematica,Adequado,7
20240324,P002,60,5.3,5.3,7,10,7,6.7,7.0,8,10,9,6.5,6.7,7,10,11,9.2,8.0,9,10,8,Matemática,5.3,0.7,6.85,0.8,6.6,0.7,8.6,0.9,6.84,35,0.8542,31,40,0.775,Aprovado,20240324,Kaio Barbosa,2ºD,2º Ano,M,2006-09-27,matematica,Básico,6
20240325,P002,60,6.5,7.8,5,10,11,4.3,6.8,9,10,10,9.4,5.7,8,10,7,4.6,4.9,6,10,4,Matemática,7.15,0.5,5.55,0.9,7.55,0.8,4.75,0.6,6.25,32,0.8667,28,40,0.7,Aprovado,20240325,Igor Rodrigues,2ºD,2º Ano,M,2007-03-04,matematica,Básico,6
20240326,P002,60,4.2,4.7,5,10,9,5.5,3.6,6,10,3,6.1,7.7,9,10,8,4.5,8.9,9,10,8,Matemática,4.45,0.5,4.55,0.6,6.9,0.9,6.7,0.9,5.65,28,0.8833,29,40,0.725,Reprovado,20240326,Caio Lima,2ºD,2º Ano,M,2008-03-08,matematica,Básico,6
20240327,P002,60,7.0,8.0,10,10,1,4.9,7.7,9,10,1,4.2,7.7,8,10,3,6.4,7.1,9,10,3,Matemática,7.5,1.0,6.3,0.9,5.95,0.8,6.75,0.9,6.62,8,0.9667,36,40,0.9,Aprovado,20240327,Larissa Nunes,2ºD,2º Ano,F,2008-05-27,matematica,Básico,6
20240328,P002,60,4.0,4.5,9,10,5,7.2,4.4,8,10,4,7.0,3.7,5,10,6,7.6,3.9,5,10,10,Matemática,4.25,0.9,5.8,0.8,5.35,0.5,5.75,0.5,5.29,25,0.8958,27,40,0.675,Reprovado,20240328,Heloísa Nunes,2ºD,2º Ano,F,2007-02-12,matematica,Básico,6
20240329,P002,60,7.1,7.2,10,10,3,4.9,7.2,10,10,2,6.6,5.2,8,10,1,4.3,2.6,10,10,2,Matemática,7.15,1.0,6.05,1.0,5.9,0.8,3.45,1.0,5.64,8,0.9667,38,40,0.95,Reprovado,20240329,Diego Pereira,2ºD,2º Ano,M,2007-10-08,matematica,Básico,6
20240330,P002,60,6.7,3.3,7,10,5,6.3,5.6,8,10,7,7.3,5.6,7,10,3,5.5,7.4,5,10,9,Matemática,5.0,0.7,5.95,0.8,6.45,0.7,6.45,0.5,5.96,24,0.9,27,40,0.675,Reprovado,20240330,Kaio Araújo,2ºD,2º Ano,M,2006-05-22,matematica,Básico,6
20240331,P002,60,6.7,6.7,6,10,8,7.0,3.4,9,10,9,7.5,7.2,8,10,10,4.3,5.7,5,10,12,Matemática,6.7,0.6,5.2,0.9,7.35,0.8,5.0,0.5,6.06,39,0.8375,28,40,0.7,Aprovado,20240331,Ivan Teixeira,2ºD,2º Ano,M,2006-11-28,matematica,Básico,6
20240332,P002,60,6.0,5.9,6,10,5,6.7,8.7,5,10,12,8.1,3.8,9,10,10,7.2,8.5,7,10,5,Matemática,5.95,0.6,7.7,0.5,5.95,0.9,7.85,0.7,6.86,32,0.8667,27,40,0.675,Aprovado,20240332,Vitor Oliveira,2ºD,2º Ano,M,2006-02-13,matematica,Básico,6
20240333,P002,60,6.8,8.1,5,10,9,9.7,8.0,6,10,6,6.6,8.0,9,10,6,6.4,6.2,5,10,10,Matemática,7.45,0.5,8.85,0.6,7.3,0.9,6.3,0.5,7.48,31,0.8708,25,40,0.625,Aprovado,20240333,Fernanda Melo,2ºD,2º Ano,F,2008-08-02,matematica,Adequado,7
20240334,P002,60,5.5,8.9,6,10,15,4.6,8.9,7,10,14,7.0,3.6,4,10,19,6.8,2.3,3,10,16,Matemática,7.2,0.6,6.75,0.7,5.3,0.4,4.55,0.3,5.95,64,0.7333,20,40,0.5,Reprovado,20240334,Fábio Nascimento,2ºD,2º Ano,M,2008-03-03,matematica,Básico,6
20240335,P002,60,7.2,7.7,5,10,6,5.1,6.3,9,10,12,9.6,5.2,6,10,11,4.2,8.8,6,10,12,Matemática,7.45,0.5,5.7,0.9,7.4,0.6,6.5,0.6,6.76,41,0.8292,26,40,0.65,Aprovado,20240335,Gabriela Teixeira,2ºD,2º Ano,F,2007-11-26,matematica,Básico,6
20240336,P002,60,9.7,6.1,4,10,14,7.9,8.5,2,10,12,4.8,5.2,2,10,9,8.3,9.2,5,10,11,Matemática,7.9,0.4,8.2,0.2,5.0,0.2,8.75,0.5,7.46,46,0.8083,13,40,0.325,Aprovado,20240336,Mariana Araújo,2ºD,2º Ano,F,2006-09-02,matematica,Adequado,7
